Date,Rate,High (est),Low (est)
2015-11-12,3.7689,0.0,0.0
2015-11-11,3.7697,0.0,0.0
2015-11-10,3.7499,0.0,0.0
2015-11-09,3.78128,3.8266,3.7365
2015-11-06,3.77935,0.0,0.0
2015-11-05,3.78614,0.0,0.0
2015-11-04,3.79816,0.0,0.0
2015-11-03,3.84022,3.886,3.7949
2015-11-02,3.87219,0.0,0.0
2015-10-30,3.89501,0.0,0.0
2015-10-29,3.89501,3.9423,3.8483
2015-10-28,3.89446,3.9424,3.8471
2015-10-27,3.89533,0.0,0.0
2015-10-26,3.88813,0.0,0.0
2015-10-23,3.91345,3.9611,3.8663
2015-10-22,3.92949,0.0,0.0
2015-10-21,3.90868,3.9561,3.8619
2015-10-20,3.89636,0.0,0.0
2015-10-19,3.87504,3.9206,3.83
2015-10-16,3.81415,3.8609,3.768
2015-10-15,3.8341,3.8817,3.787
2015-10-14,3.84164,0.0,0.0
2015-10-13,3.782,3.8284,3.7362
2015-10-12,3.76693,3.8089,3.7255
2015-10-09,3.80769,0.0,0.0
2015-10-08,3.85792,3.9054,3.811
2015-10-07,3.86552,0.0,0.0
2015-10-06,3.90522,0.0,0.0
2015-10-05,3.94912,3.9953,3.9035
2015-10-02,3.98216,4.029,3.9358
2015-10-01,3.98604,4.0347,3.9379
2015-09-30,4.0543,4.1012,4.008
2015-09-29,4.06389,4.1118,4.0166
2015-09-28,4.06194,0.0,0.0
2015-09-25,4.12643,0.0,0.0
2015-09-24,4.12643,0.0,0.0
2015-09-23,4.04905,4.094,4.0046
2015-09-22,3.98871,0.0,0.0
2015-09-21,3.93751,3.981,3.8945
2015-09-18,3.8827,0.0,0.0
2015-09-17,3.85057,3.8935,3.8081
2015-09-16,3.84432,3.8887,3.8005
2015-09-15,3.84368,0.0,0.0
2015-09-14,3.86194,3.9045,3.8198
2015-09-11,3.84056,0.0,0.0
2015-09-10,3.8099,0.0,0.0
2015-09-09,3.81442,3.8608,3.7686
2015-09-08,3.83074,0.0,0.0
2015-09-07,3.81554,3.8624,3.7693
2015-09-04,3.76633,0.0,0.0
2015-09-03,3.74316,0.0,0.0
2015-09-02,3.68867,3.7328,3.6451
2015-09-01,3.63007,3.6744,3.5863
2015-08-31,3.59097,3.6336,3.5489
2015-08-28,3.56998,0.0,0.0
2015-08-27,3.59449,0.0,0.0
2015-08-26,3.59178,0.0,0.0
2015-08-25,3.54278,3.5852,3.5008
2015-08-24,3.50603,3.5493,3.4632
2015-08-21,3.47606,3.5163,3.4363
2015-08-20,3.48066,3.5213,3.4405
2015-08-19,3.47643,3.5168,3.4365
2015-08-18,3.48061,0.0,0.0
2015-08-17,3.49258,3.5336,3.452
2015-08-14,3.49993,0.0,0.0
2015-08-13,3.4848,3.5279,3.4422
2015-08-12,3.47119,3.5134,3.4295
2015-08-11,3.47232,3.5151,3.4301
2015-08-10,3.50688,0.0,0.0
2015-08-07,3.51981,0.0,0.0
2015-08-06,3.49508,0.0,0.0
2015-08-05,3.46861,0.0,0.0
2015-08-04,3.44866,3.4872,3.4105
2015-08-03,3.4158,0.0,0.0
2015-07-31,3.36938,3.4067,3.3325
2015-07-30,3.34648,3.3844,3.309
2015-07-29,3.35804,3.3989,3.3177
2015-07-28,3.36614,3.4043,3.3284
2015-07-27,3.33918,3.3797,3.2992
2015-07-24,3.28498,3.3254,3.245
2015-07-23,3.22571,0.0,0.0
2015-07-22,3.19086,3.2268,3.1553
2015-07-21,3.19279,0.0,0.0
2015-07-20,3.18657,3.226,3.1476
2015-07-17,3.15629,0.0,0.0
2015-07-16,3.14126,3.1766,3.1063
2015-07-15,3.1392,3.1779,3.1009
2015-07-14,3.1432,3.1796,3.1072
2015-07-13,3.17668,3.2152,3.1386
2015-07-10,3.21599,0.0,0.0
2015-07-09,3.218,0.0,0.0
2015-07-08,3.1847,3.2215,3.1483
2015-07-07,3.15433,3.1903,3.1187
2015-07-06,3.13501,0.0,0.0
2015-07-03,3.12115,3.1558,3.0869
2015-07-02,3.12841,3.1641,3.0931
2015-07-01,3.1154,3.1511,3.0801
2015-06-30,3.12813,0.0,0.0
2015-06-29,3.14199,3.1798,3.1046
2015-06-26,3.11865,0.0,0.0
2015-06-25,3.09556,3.1309,3.0607
2015-06-24,3.08589,0.0,0.0
2015-06-23,3.0907,3.1262,3.0556
2015-06-22,3.08255,0.0,0.0
2015-06-19,3.0651,0.0,0.0
2015-06-18,3.06771,0.0,0.0
2015-06-17,3.09901,3.1362,3.0623
2015-06-16,3.11936,0.0,0.0
2015-06-15,3.11303,3.1489,3.0776
2015-06-12,3.10906,0.0,0.0
2015-06-11,3.1139,3.1518,3.0764
2015-06-10,3.10103,0.0,0.0
2015-06-09,3.11891,0.0,0.0
2015-06-08,3.13939,0.0,0.0
2015-06-05,3.14463,0.0,0.0
2015-06-04,3.13594,0.0,0.0
2015-06-03,3.14133,3.1787,3.1044
2015-06-02,3.16845,0.0,0.0
2015-06-01,3.17695,3.2148,3.1396
2015-05-29,3.16224,3.2004,3.1246
2015-05-28,3.15383,0.0,0.0
2015-05-27,3.14068,3.1775,3.1043
2015-05-26,3.11059,3.1461,3.0754
2015-05-25,3.08409,0.0,0.0
2015-05-22,3.0387,0.0,0.0
2015-05-21,3.02207,3.0564,2.9881
2015-05-20,3.02593,3.0624,2.9899
2015-05-19,3.0123,0.0,0.0
2015-05-18,3.00162,3.0354,2.9682
2015-05-15,3.00601,0.0,0.0
2015-05-14,3.02405,0.0,0.0
2015-05-13,3.03111,3.0669,2.9958
2015-05-12,3.03001,0.0,0.0
2015-05-11,3.00524,0.0,0.0
2015-05-08,3.02122,0.0,0.0
2015-05-07,3.04135,0.0,0.0
2015-05-06,3.06248,0.0,0.0
2015-05-05,3.06656,3.1046,3.029
2015-05-04,3.03592,0.0,0.0
2015-05-01,3.00408,0.0,0.0
2015-04-30,2.96097,0.0,0.0
2015-04-29,2.93092,2.9644,2.8979
2015-04-28,2.92391,2.96,2.8883
2015-04-27,2.95203,0.0,0.0
2015-04-24,2.98411,0.0,0.0
2015-04-23,3.01128,3.0487,2.9743
2015-04-22,3.02849,3.0655,2.9919
2015-04-21,3.03546,3.0733,2.9981
2015-04-20,3.03707,0.0,0.0
2015-04-17,3.03038,3.0653,2.9959
2015-04-16,3.04075,3.0758,3.0061
2015-04-15,3.08051,3.115,3.0464
2015-04-14,3.10027,3.138,3.063
2015-04-13,3.08057,0.0,0.0
2015-04-10,3.06116,3.0987,3.0241
2015-04-09,3.07108,3.1076,3.035
2015-04-08,3.11528,0.0,0.0
2015-04-07,3.1185,3.1539,3.0835
2015-04-06,3.11319,0.0,0.0
2015-04-03,3.13716,0.0,0.0
2015-04-02,3.16689,0.0,0.0
2015-04-01,3.19642,3.2331,3.1602
2015-03-31,3.23176,3.2695,3.1944
2015-03-30,3.23234,3.2716,3.1936
2015-03-27,3.19948,0.0,0.0
2015-03-26,3.17921,0.0,0.0
2015-03-25,3.14392,3.1808,3.1075
2015-03-24,3.1604,0.0,0.0
2015-03-23,3.23149,3.2696,3.1938
2015-03-20,3.27,3.3089,3.2315
2015-03-19,3.25036,3.2873,3.2138
2015-03-18,3.25103,3.291,3.2115
2015-03-17,3.25044,0.0,0.0
2015-03-16,3.22508,3.2641,3.1865
2015-03-13,3.17215,0.0,0.0
2015-03-12,3.12416,0.0,0.0
2015-03-11,3.11876,3.1559,3.0821
2015-03-10,3.11188,3.147,3.0771
2015-03-09,3.05875,0.0,0.0
2015-03-06,3.00865,3.0439,2.9738
2015-03-05,2.97311,0.0,0.0
2015-03-04,2.93253,0.0,0.0
2015-03-03,2.88635,2.9193,2.8538
2015-03-02,2.87093,2.9027,2.8395
2015-02-27,2.88597,2.9214,2.851
2015-02-26,2.86946,0.0,0.0
2015-02-25,2.86254,2.896,2.8295
2015-02-24,2.87177,2.9039,2.84
2015-02-23,2.87164,0.0,0.0
2015-02-20,2.86159,2.8972,2.8264
2015-02-19,2.84179,0.0,0.0
2015-02-18,2.8315,0.0,0.0
2015-02-17,2.83088,2.8636,2.7985
2015-02-16,2.83058,2.8625,2.799
2015-02-13,2.83747,2.8712,2.8042
2015-02-12,2.8536,0.0,0.0
2015-02-11,2.82976,2.8649,2.795
2015-02-10,2.78898,0.0,0.0
2015-02-09,2.7719,0.0,0.0
2015-02-06,2.75113,2.7827,2.7199
2015-02-05,2.72902,0.0,0.0
2015-02-04,2.71241,2.7436,2.6816
2015-02-03,2.708,2.7411,2.6753
2015-02-02,2.67347,2.7049,2.6425
2015-01-30,2.61896,2.6484,2.5899
2015-01-29,2.58389,0.0,0.0
2015-01-28,2.57745,2.6093,2.546
2015-01-27,2.58304,2.6139,2.5526
2015-01-26,2.58426,0.0,0.0
2015-01-23,2.58218,2.6106,2.554
2015-01-22,2.59565,0.0,0.0
2015-01-21,2.61841,2.6502,2.587
2015-01-20,2.63515,2.6669,2.6038
2015-01-19,2.63159,0.0,0.0
2015-01-16,2.63479,2.664,2.6059
2015-01-15,2.64835,0.0,0.0
2015-01-14,2.65772,0.0,0.0
2015-01-13,2.65772,0.0,0.0
2015-01-12,2.6492,2.6793,2.6194
2015-01-09,2.66446,2.6941,2.6352
2015-01-08,2.6856,2.7191,2.6525
2015-01-07,2.69819,2.7301,2.6666
2015-01-06,2.70491,2.7375,2.6727
2015-01-05,2.69532,2.7285,2.6625
2015-01-02,2.66897,2.6993,2.639
2015-01-01,2.6676,0.0,0.0
2014-12-31,2.6676,0.0,0.0
2014-12-30,2.68622,0.0,0.0
2014-12-29,2.68916,0.0,0.0
2014-12-26,2.69075,2.7234,2.6585
2014-12-25,2.69547,0.0,0.0
2014-12-24,2.68847,2.7204,2.6569
2014-12-23,2.66975,0.0,0.0
2014-12-22,2.65894,2.6884,2.6298
2014-12-19,2.67225,0.0,0.0
2014-12-18,2.70399,2.737,2.6714
2014-12-17,2.72137,0.0,0.0
2014-12-16,2.69571,0.0,0.0
2014-12-15,2.66206,0.0,0.0
2014-12-12,2.64393,2.6757,2.6125
2014-12-11,2.61609,0.0,0.0
2014-12-10,2.59895,2.629,2.5693
2014-12-09,2.59755,2.6288,2.5667
2014-12-08,2.59372,2.6241,2.5637
2014-12-05,2.58262,2.6116,2.554
2014-12-04,2.56575,2.5974,2.5345
2014-12-03,2.56439,0.0,0.0
2014-12-02,2.56432,2.5928,2.5362
2014-12-01,2.55734,2.589,2.5261
2014-11-28,2.532,2.5602,2.5041
2014-11-27,2.5123,2.54,2.4849
2014-11-26,2.52609,2.5576,2.4949
2014-11-25,2.53439,0.0,0.0
2014-11-24,2.53714,2.5675,2.5071
2014-11-21,2.55968,2.5913,2.5285
2014-11-20,2.57552,2.6077,2.5438
2014-11-19,2.58905,0.0,0.0
2014-11-18,2.60182,0.0,0.0
2014-11-17,2.60052,2.6314,2.57
2014-11-14,2.58763,0.0,0.0
2014-11-13,2.56725,0.0,0.0
2014-11-12,2.5573,2.5862,2.5287
2014-11-11,2.55491,2.5832,2.5269
2014-11-10,2.55759,2.5881,2.5275
2014-11-07,2.55147,0.0,0.0
2014-11-06,2.51724,0.0,0.0
2014-11-05,2.50379,2.5341,2.4739
2014-11-04,2.49238,0.0,0.0
2014-11-03,2.47172,2.5013,2.4425
2014-10-31,2.46353,2.4917,2.4357
2014-10-30,2.45959,0.0,0.0
2014-10-29,2.47438,2.5027,2.4464
2014-10-28,2.4773,2.5057,2.4493
2014-10-27,2.45168,2.4787,2.425
2014-10-24,2.49027,0.0,0.0
2014-10-23,2.48934,2.5181,2.4609
2014-10-22,2.47737,2.5052,2.4498
2014-10-21,2.46187,0.0,0.0
2014-10-20,2.45191,0.0,0.0
2014-10-17,2.46047,2.4888,2.4324
2014-10-16,2.44331,0.0,0.0
2014-10-15,2.40683,0.0,0.0
2014-10-14,2.40192,0.0,0.0
2014-10-13,2.40904,2.4384,2.38
2014-10-10,2.39557,2.4223,2.3691
2014-10-09,2.38783,2.4147,2.3612
2014-10-08,2.40566,0.0,0.0
2014-10-07,2.4332,0.0,0.0
2014-10-06,2.46881,2.4983,2.4396
2014-10-03,2.48794,0.0,0.0
2014-10-02,2.47223,2.5024,2.4424
2014-10-01,2.45037,2.4799,2.4212
2014-09-30,2.44314,2.4711,2.4155
2014-09-29,2.43091,2.4581,2.4041
2014-09-26,2.41475,2.4417,2.388
2014-09-25,2.4003,0.0,0.0
2014-09-24,2.40489,0.0,0.0
2014-09-23,2.39335,0.0,0.0
2014-09-22,2.37662,2.4057,2.3479
2014-09-19,2.36502,2.3921,2.3383
2014-09-18,2.35326,2.3817,2.3252
2014-09-17,2.33892,0.0,0.0
2014-09-16,2.33906,0.0,0.0
2014-09-15,2.3288,2.3547,2.3032
2014-09-12,2.30184,2.3272,2.2768
2014-09-11,2.28888,0.0,0.0
2014-09-10,2.28284,2.3082,2.2578
2014-09-09,2.26414,2.2895,2.239
2014-09-08,2.24661,2.2741,2.2195
2014-09-05,2.24035,0.0,0.0
2014-09-04,2.23818,2.2648,2.2119
2014-09-03,2.24217,0.0,0.0
2014-09-02,2.24328,0.0,0.0
2014-09-01,2.23832,2.2649,2.212
2014-08-29,2.24229,2.2699,2.215
2014-08-28,2.25235,0.0,0.0
2014-08-27,2.26728,2.2952,2.2397
2014-08-26,2.28075,0.0,0.0
2014-08-25,2.27798,0.0,0.0
2014-08-22,2.26871,2.2958,2.242
2014-08-21,2.25751,2.2856,2.2298
2014-08-20,2.253,0.0,0.0
2014-08-19,2.25856,0.0,0.0
2014-08-18,2.26306,2.2899,2.2365
2014-08-15,2.27071,0.0,0.0
2014-08-14,2.27706,2.3052,2.2493
2014-08-13,2.27655,2.3035,2.2499
2014-08-12,2.27763,2.3033,2.2522
2014-08-11,2.28617,0.0,0.0
2014-08-08,2.2886,0.0,0.0
2014-08-07,2.27861,0.0,0.0
2014-08-06,2.27438,2.2994,2.2496
2014-08-05,2.2624,2.2878,2.2373
2014-08-04,2.25877,2.2859,2.2319
2014-08-01,2.25931,2.2872,2.2318
2014-07-31,2.24713,0.0,0.0
2014-07-30,2.23182,0.0,0.0
2014-07-29,2.22636,0.0,0.0
2014-07-28,2.22609,2.2524,2.2001
2014-07-25,2.22072,2.2453,2.1964
2014-07-24,2.21767,0.0,0.0
2014-07-23,2.21641,2.2431,2.19
2014-07-22,2.22099,0.0,0.0
2014-07-21,2.23796,0.0,0.0
2014-07-18,2.24783,0.0,0.0
2014-07-17,2.22673,2.2517,2.2021
2014-07-16,2.21765,2.2424,2.1932
2014-07-15,2.21579,2.2424,2.1895
2014-07-14,2.21985,2.2461,2.1939
2014-07-11,2.2195,2.2441,2.1952
2014-07-10,2.21449,0.0,0.0
2014-07-09,2.21544,2.242,2.1892
2014-07-08,2.2187,0.0,0.0
2014-07-07,2.21383,0.0,0.0
2014-07-04,2.21631,0.0,0.0
2014-07-03,2.21769,0.0,0.0
2014-07-02,2.20926,2.2353,2.1835
2014-07-01,2.20581,0.0,0.0
2014-06-30,2.19801,2.2229,2.1734
2014-06-27,2.20101,2.2283,2.1741
2014-06-26,2.21149,0.0,0.0
2014-06-25,2.21872,0.0,0.0
2014-06-24,2.22178,2.2465,2.1973
2014-06-23,2.22593,0.0,0.0
2014-06-20,2.22542,0.0,0.0
2014-06-19,2.23591,0.0,0.0
2014-06-18,2.25088,2.2759,2.2261
2014-06-17,2.23731,2.2641,2.2108
2014-06-16,2.22897,2.2546,2.2037
2014-06-13,2.23135,2.2576,2.2054
2014-06-12,2.22982,0.0,0.0
2014-06-11,2.22693,2.2545,2.1997
2014-06-10,2.2332,2.2594,2.2072
2014-06-09,2.24669,0.0,0.0
2014-06-06,2.26355,0.0,0.0
2014-06-05,2.27693,2.3045,2.2497
2014-06-04,2.27821,0.0,0.0
2014-06-03,2.2663,2.2919,2.241
2014-06-02,2.24475,2.2726,2.2172
2014-05-30,2.2305,0.0,0.0
2014-05-29,2.23243,2.26,2.2052
2014-05-28,2.23469,2.2596,2.21
2014-05-27,2.2265,0.0,0.0
2014-05-26,2.22044,2.2473,2.1939
2014-05-23,2.21467,2.2402,2.1895
2014-05-22,2.20962,2.2356,2.184
2014-05-21,2.20883,2.2332,2.1847
2014-05-20,2.21052,2.2363,2.1851
2014-05-19,2.21412,2.2387,2.1899
2014-05-16,2.21354,2.2387,2.1887
2014-05-15,2.21061,0.0,0.0
2014-05-14,2.21339,0.0,0.0
2014-05-13,2.21402,2.2405,2.1878
2014-05-12,2.21547,2.242,2.1892
2014-05-09,2.21598,2.242,2.1903
2014-05-08,2.21919,0.0,0.0
2014-05-07,2.23162,2.2575,2.2061
2014-05-06,2.23429,0.0,0.0
2014-05-05,2.2273,0.0,0.0
2014-05-02,2.22989,0.0,0.0
2014-05-01,2.23322,0.0,0.0
2014-04-30,2.23165,2.2594,2.2042
2014-04-29,2.22995,0.0,0.0
2014-04-28,2.23238,2.2575,2.2076
2014-04-25,2.22124,2.248,2.1948
2014-04-24,2.22783,2.2547,2.2012
2014-04-23,2.23801,2.2629,2.2134
2014-04-22,2.23693,2.2634,2.2108
2014-04-21,2.23463,2.2613,2.2083
2014-04-18,2.23779,0.0,0.0
2014-04-17,2.24035,0.0,0.0
2014-04-16,2.2303,0.0,0.0
2014-04-15,2.21898,2.2435,2.1948
2014-04-14,2.21268,0.0,0.0
2014-04-11,2.20113,0.0,0.0
2014-04-10,2.19535,0.0,0.0
2014-04-09,2.20663,2.2338,2.1798
2014-04-08,2.21985,2.2468,2.1932
2014-04-07,2.24528,2.2703,2.2205
2014-04-04,2.26906,2.2952,2.2432
2014-04-03,2.27042,2.2975,2.2436
2014-04-02,2.26543,2.2931,2.2381
2014-04-01,2.26622,0.0,0.0
2014-03-31,2.26188,2.2878,2.2362
2014-03-28,2.26979,2.2981,2.2418
2014-03-27,2.29694,0.0,0.0
2014-03-26,2.31321,2.3391,2.2876
2014-03-25,2.32057,2.3478,2.2937
2014-03-24,2.32501,0.0,0.0
2014-03-21,2.33172,2.3593,2.3045
2014-03-20,2.33942,0.0,0.0
2014-03-19,2.33977,0.0,0.0
2014-03-18,2.34904,2.3762,2.3222
2014-03-17,2.35526,2.3815,2.3293
2014-03-14,2.35973,2.3865,2.3333
2014-03-13,2.35824,0.0,0.0
2014-03-12,2.35814,2.3853,2.3313
2014-03-11,2.34574,0.0,0.0
2014-03-10,2.33553,0.0,0.0
2014-03-07,2.32547,2.352,2.2992
2014-03-06,2.32466,0.0,0.0
2014-03-05,2.3388,2.3672,2.3107
2014-03-04,2.34205,0.0,0.0
2014-03-03,2.33526,0.0,0.0
2014-02-28,2.33381,0.0,0.0
2014-02-27,2.34383,2.3712,2.3167
2014-02-26,2.34208,2.3684,2.316
2014-02-25,2.33988,0.0,0.0
2014-02-24,2.35211,0.0,0.0
2014-02-21,2.3748,0.0,0.0
2014-02-20,2.38915,2.4162,2.3624
2014-02-19,2.39174,2.4206,2.3632
2014-02-18,2.38825,2.4151,2.3617
2014-02-17,2.38827,2.4177,2.3592
2014-02-14,2.40197,2.4286,2.3756
2014-02-13,2.41511,0.0,0.0
2014-02-12,2.40808,2.4353,2.3812
2014-02-11,2.40067,0.0,0.0
2014-02-10,2.38772,0.0,0.0
2014-02-07,2.38743,2.4154,2.3598
2014-02-06,2.3998,2.4276,2.3723
2014-02-05,2.41551,0.0,0.0
2014-02-04,2.4245,0.0,0.0
2014-02-03,2.41746,2.4458,2.3895
2014-01-31,2.41945,2.4474,2.3918
2014-01-30,2.42879,2.4584,2.3995
2014-01-29,2.42727,0.0,0.0
2014-01-28,2.41563,2.4436,2.388
2014-01-27,2.40444,2.4313,2.3778
2014-01-24,2.39283,0.0,0.0
2014-01-23,2.37366,2.4026,2.3451
2014-01-22,2.35895,2.3869,2.3313
2014-01-21,2.35043,0.0,0.0
2014-01-20,2.35241,2.3811,2.3241
2014-01-17,2.35984,2.3891,2.331
2014-01-16,2.35916,2.3866,2.332
2014-01-15,2.35519,0.0,0.0
2014-01-14,2.35725,2.3857,2.3292
2014-01-13,2.36629,0.0,0.0
2014-01-10,2.3871,0.0,0.0
2014-01-09,2.38928,2.419,2.36
2014-01-08,2.37612,2.4028,2.3498
2014-01-07,2.37491,0.0,0.0
2014-01-06,2.37977,2.4065,2.3534
2014-01-03,2.38069,2.407,2.3547
2014-01-02,2.37297,2.4011,2.3452
2014-01-01,2.3641,2.3929,2.3356
2013-12-31,2.35964,0.0,0.0
2013-12-30,2.35405,0.0,0.0
2013-12-27,2.3538,0.0,0.0
2013-12-26,2.35734,2.3853,2.3297
2013-12-25,2.35729,2.3853,2.3296
2013-12-24,2.36417,2.3922,2.3364
2013-12-23,2.37358,2.4021,2.3454
2013-12-20,2.35817,2.3851,2.3315
2013-12-19,2.33496,0.0,0.0
2013-12-18,2.32523,2.3528,2.298
2013-12-17,2.32611,2.3538,2.2987
2013-12-16,2.3301,2.358,2.3026
2013-12-13,2.33636,0.0,0.0
2013-12-12,2.33213,0.0,0.0
2013-12-11,2.31783,2.3462,2.2898
2013-12-10,2.31862,0.0,0.0
2013-12-09,2.33439,2.3619,2.3072
2013-12-06,2.36204,2.3885,2.3359
2013-12-05,2.37933,2.4056,2.3534
2013-12-04,2.37075,0.0,0.0
2013-12-03,2.35394,2.3813,2.3269
2013-12-02,2.33611,0.0,0.0
2013-11-29,2.32498,0.0,0.0
2013-11-28,2.3178,0.0,0.0
2013-11-27,2.2991,0.0,0.0
2013-11-26,2.28876,2.3169,2.261
2013-11-25,2.29013,0.0,0.0
2013-11-22,2.29379,0.0,0.0
2013-11-21,2.28178,2.3098,2.2541
2013-11-20,2.26927,2.2976,2.2413
2013-11-19,2.27512,2.3007,2.2499
2013-11-18,2.29974,2.327,2.2728
2013-11-15,2.32024,0.0,0.0
2013-11-14,2.32898,2.3568,2.3015
2013-11-13,2.33145,2.3587,2.3045
2013-11-12,2.3285,0.0,0.0
2013-11-11,2.31803,0.0,0.0
2013-11-08,2.30334,2.3293,2.2777
2013-11-07,2.28733,0.0,0.0
2013-11-06,2.27388,0.0,0.0
2013-11-05,2.25576,2.2831,2.2288
2013-11-04,2.24569,2.2711,2.2206
2013-11-01,2.22504,0.0,0.0
2013-10-31,2.19398,2.2192,2.169
2013-10-30,2.18402,2.2083,2.1601
2013-10-29,2.18225,2.2085,2.1563
2013-10-28,2.18971,0.0,0.0
2013-10-25,2.19614,2.2211,2.1715
2013-10-24,2.18807,0.0,0.0
2013-10-23,2.17585,2.2015,2.1505
2013-10-22,2.17218,2.1986,2.1461
2013-10-21,2.16711,2.1917,2.1428
2013-10-18,2.1665,2.1934,2.1399
2013-10-17,2.17484,0.0,0.0
2013-10-16,2.17813,0.0,0.0
2013-10-15,2.17981,2.2038,2.1561
2013-10-14,2.1794,2.2051,2.154
2013-10-11,2.18647,2.2106,2.1626
2013-10-10,2.20102,0.0,0.0
2013-10-09,2.20651,2.2328,2.1805
2013-10-08,2.20627,0.0,0.0
2013-10-07,2.20857,2.2343,2.1831
2013-10-04,2.20338,0.0,0.0
2013-10-03,2.20322,0.0,0.0
2013-10-02,2.21488,2.2395,2.1905
2013-10-01,2.22644,2.2527,2.2005
2013-09-30,2.24274,2.2678,2.218
2013-09-27,2.24246,2.2699,2.2154
2013-09-26,2.22137,0.0,0.0
2013-09-25,2.20487,0.0,0.0
2013-09-24,2.20498,2.2311,2.1791
2013-09-23,2.20922,2.2339,2.1849
2013-09-20,2.19945,2.2238,2.1753
2013-09-19,2.21298,0.0,0.0
2013-09-18,2.2569,2.2824,2.2317
2013-09-17,2.27577,2.3032,2.2486
2013-09-16,2.27686,2.3027,2.2513
2013-09-13,2.27684,2.3051,2.2489
2013-09-12,2.27984,0.0,0.0
2013-09-11,2.28261,2.3086,2.2569
2013-09-10,2.28823,0.0,0.0
2013-09-09,2.32322,0.0,0.0
2013-09-06,2.35324,0.0,0.0
2013-09-05,2.35324,2.3809,2.3259
2013-09-04,2.36466,2.3927,2.3369
2013-09-03,2.37853,2.4058,2.3516
2013-09-02,2.37479,0.0,0.0
2013-08-30,2.36092,2.3879,2.3343
2013-08-29,2.3555,2.3849,2.3264
2013-08-28,2.37003,2.3969,2.3435
2013-08-27,2.37763,0.0,0.0
2013-08-26,2.38505,2.4117,2.3586
2013-08-23,2.42497,2.4532,2.397
2013-08-22,2.43218,2.4597,2.405
2013-08-21,2.40767,2.4375,2.3782
2013-08-20,2.40456,0.0,0.0
2013-08-19,2.38202,0.0,0.0
2013-08-16,2.34372,2.3705,2.3173
2013-08-15,2.32422,2.3521,2.2966
2013-08-14,2.30656,0.0,0.0
2013-08-13,2.28625,0.0,0.0
2013-08-12,2.27546,0.0,0.0
2013-08-09,2.28663,0.0,0.0
2013-08-08,2.3,0.0,0.0
2013-08-07,2.30099,0.0,0.0
2013-08-06,2.29884,2.3248,2.2732
2013-08-05,2.29515,2.323,2.2676
2013-08-02,2.29237,0.0,0.0
2013-08-01,2.28324,2.3091,2.2577
2013-07-31,2.27914,2.3069,2.2517
2013-07-30,2.26659,2.2928,2.2407
2013-07-29,2.25341,0.0,0.0
2013-07-26,2.24721,2.2727,2.222
2013-07-25,2.23965,2.2659,2.2137
2013-07-24,2.22606,2.2535,2.199
2013-07-23,2.2334,0.0,0.0
2013-07-22,2.2364,2.2638,2.2094
2013-07-19,2.22762,2.254,2.2016
2013-07-18,2.23343,0.0,0.0
2013-07-17,2.23899,2.2647,2.2136
2013-07-16,2.23724,2.2643,2.2105
2013-07-15,2.25588,0.0,0.0
2013-07-12,2.2631,0.0,0.0
2013-07-11,2.26623,2.292,2.2408
2013-07-10,2.26236,2.2898,2.2353
2013-07-09,2.26008,2.2869,2.2336
2013-07-08,2.25425,0.0,0.0
2013-07-05,2.25789,0.0,0.0
2013-07-04,2.26114,0.0,0.0
2013-07-03,2.24687,0.0,0.0
2013-07-02,2.23186,2.2577,2.2063
2013-07-01,2.22145,2.2473,2.1959
2013-06-28,2.19947,0.0,0.0
2013-06-27,2.1945,2.2216,2.1678
2013-06-26,2.21275,2.2398,2.186
2013-06-25,2.23545,0.0,0.0
2013-06-24,2.25532,0.0,0.0
2013-06-21,2.25048,0.0,0.0
2013-06-20,2.21601,0.0,0.0
2013-06-19,2.17816,0.0,0.0
2013-06-18,2.16166,2.1884,2.1353
2013-06-17,2.13764,2.1626,2.113
2013-06-14,2.1356,2.1596,2.1119
2013-06-13,2.14529,2.1716,2.1193
2013-06-12,2.1406,0.0,0.0
2013-06-11,2.14431,2.1696,2.1193
2013-06-10,2.13737,0.0,0.0
2013-06-07,2.13121,2.1577,2.105
2013-06-06,2.12766,2.1525,2.1031
2013-06-05,2.12726,0.0,0.0
2013-06-04,2.13103,0.0,0.0
2013-06-03,2.12984,2.1551,2.1049
2013-05-31,2.1158,2.1394,2.0925
2013-05-30,2.10045,2.1242,2.0769
2013-05-29,2.07452,0.0,0.0
2013-05-28,2.0551,0.0,0.0
2013-05-27,2.0468,2.0696,2.0242
2013-05-24,2.04726,0.0,0.0
2013-05-23,2.04471,0.0,0.0
2013-05-22,2.03868,2.0627,2.015
2013-05-21,2.03742,0.0,0.0
2013-05-20,2.03076,0.0,0.0
2013-05-17,2.02366,0.0,0.0
2013-05-16,2.02366,2.0485,1.9991
2013-05-15,2.01748,0.0,0.0
2013-05-14,2.01206,2.0345,1.9898
2013-05-13,2.01663,2.0406,1.9929
2013-05-10,2.01283,0.0,0.0
2013-05-09,2.00602,0.0,0.0
2013-05-08,2.00723,0.0,0.0
2013-05-07,2.00959,0.0,0.0
2013-05-06,2.01061,0.0,0.0
2013-05-03,2.00874,0.0,0.0
2013-05-02,2.00582,0.0,0.0
2013-05-01,2.00564,2.0287,1.9829
2013-04-30,2.00448,0.0,0.0
2013-04-29,2.00103,2.0235,1.9788
2013-04-26,2.00475,0.0,0.0
2013-04-25,2.01419,2.0375,1.9912
